avg_m_o_distance,std_m_o_distance,avg_m_o_m_angle,std_m_o_m_angle,min_m_o_m_angle,max_m_o_m_angle,coordination_mean,atomic_number_mean,electronegativity_mean,oxidation_state_mean,volume_per_atom,band_gap,is_metallic
2.373403863272895,0.13770278865150443,111.56357397510277,22.644459291033478,34.63432050826449,177.603990505709,3.0294117647058822,11.0,0.9299999999999999,1.0,18.070494691856045,0.11619999999999901,0
2.099235067720567,0.16610029131218304,106.55147585228286,26.346397233666263,65.65285109237578,175.70751931294268,4.7,12.0,1.31,2.0,12.249029070180221,2.074999999999999,0
2.0939113693729667,0.12274498304367165,107.59704449272418,27.45080610006279,66.29877916188282,161.638365958629,2.426470588235294,22.0,1.5400000000000005,0.0,13.766776653631943,0.0,1
2.0797214479020427,0.16078269126478342,108.7742386630018,25.230658089962013,67.31260617549621,177.80249244458162,3.925,26.0,1.83,2.0,14.373641855779407,0.0541,1
2.036617685543423,0.12141126831246996,109.22145923449276,20.85955807800571,72.53486074733576,176.86154583987755,3.95,30.0,1.65,2.0,13.562659423293397,1.2421,0
2.3700090201183044,0.16237780990692888,105.49705525584004,26.37056473862999,61.370450591168726,173.71839574132127,4.68,20.0,1.0,2.0,16.70947702542987,1.997399999999999,0
2.7110283962851276,0.19691817991901395,105.40623329989887,25.855373248328345,61.13260450847289,178.3961154833102,4.52,56.0,0.89,2.0,26.151792493265404,1.3032,0
1.850610795245395,0.07118173917473017,107.98849071414256,23.83915749084748,74.57992822954486,170.55881816828136,7.666666666666667,13.0,1.61,0.0,25.511760606421124,0.0,1
1.9831056451542872,0.12063485657214755,113.76265819147912,14.799310659511344,86.2246762433831,158.656477829724,3.1470588235294117,3.0,0.9800000000000002,1.0,9.628226453553914,2.735999999999999,0
2.0411350029099546,0.13389631501400076,109.1413242253566,20.911971910740274,73.75160674135212,175.211611167379,3.875,30.0,1.65,2.0,13.56701902592412,0.93,0
2.3742337963985642,0.14991069371268856,114.27959551000491,15.517087769007011,83.14401974347726,157.24435668062972,3.073529411764706,11.0,0.9299999999999999,1.0,17.081470623781467,0.6804,0
2.0696169443691246,0.13590790273617764,107.37771321570027,24.063157767975586,69.15390858130948,176.09123726750977,4.4,12.0,1.31,2.0,12.194286186159106,1.887699999999999,0
2.719047040347594,0.20659063004619976,104.7020223234936,26.186808332902935,62.35844286492351,173.9831884659596,4.58,56.0,0.89,2.0,26.06418174148523,1.749499999999999,0
1.9894646930297035,0.10470024576607957,113.18870159092228,16.001964470078086,86.62991443081344,156.343151627147,3.235294117647059,3.0,0.9800000000000002,1.0,9.599152190619519,2.7845,0
2.179025548867289,0.12737571939117748,96.96079871623735,21.384363054548654,68.11617717049083,172.3681438677339,2.95,50.0,1.9600000000000002,2.0,21.570044219919982,0.5174000000000001,0
